hotel,is_canceled,stays_in_weekend_nights,stays_in_week_nights,adr
City Hotel,0,0,1,71
City Hotel,1,0,2,79
City Hotel,1,0,2,96
City Hotel,1,0,2,96
City Hotel,0,0,4,62
City Hotel,1,0,4,87
City Hotel,1,2,8,75
City Hotel,1,2,8,81.7
City Hotel,1,2,9,88.27
City Hotel,1,5,14,80.09
City Hotel,0,1,4,120.95
City Hotel,0,0,1,86
City Hotel,0,0,1,75
City Hotel,1,0,1,79
City Hotel,1,0,1,91
City Hotel,0,0,1,77
City Hotel,0,0,1,80
City Hotel,0,0,1,80.3
City Hotel,0,0,3,77
City Hotel,0,0,2,99
City Hotel,0,0,2,75
City Hotel,0,0,2,75
City Hotel,1,0,1,75
City Hotel,1,0,0,0
City Hotel,0,0,0,0
City Hotel,1,0,1,68.5
City Hotel,1,0,1,87
City Hotel,1,0,1,81
City Hotel,1,0,1,51.97
City Hotel,0,0,2,79.4
City Hotel,1,0,2,75
City Hotel,0,0,2,80.3
City Hotel,1,0,2,84
City Hotel,1,0,2,75
City Hotel,0,0,2,80.3
City Hotel,0,1,2,73.9
City Hotel,0,0,2,80.3
City Hotel,0,1,2,99.3
City Hotel,1,2,2,68.4
City Hotel,1,2,3,75
City Hotel,0,0,1,69.5
City Hotel,0,0,1,80.3
City Hotel,0,0,1,93
City Hotel,0,0,1,87
City Hotel,1,0,1,78.3
City Hotel,0,1,1,80.3
City Hotel,1,1,1,72.9
City Hotel,0,1,1,79.8
City Hotel,1,1,1,72.9
City Hotel,1,1,1,76.5
City Hotel,0,2,1,122.33
City Hotel,1,2,1,81
City Hotel,1,2,1,79
City Hotel,1,2,1,81.2
City Hotel,1,2,1,87.3
City Hotel,1,2,2,67.5
City Hotel,1,2,2,69.5
City Hotel,0,2,3,58.94
City Hotel,0,2,3,75.95
City Hotel,0,2,3,75.95
City Hotel,1,4,6,81
City Hotel,1,1,1,62
City Hotel,1,1,1,62
City Hotel,1,1,1,62
City Hotel,1,1,1,62
City Hotel,1,1,1,62
City Hotel,1,1,1,62
City Hotel,0,1,2,86.1
City Hotel,0,1,2,78.5
City Hotel,1,1,3,91
City Hotel,1,1,3,100
City Hotel,0,1,3,58.94
City Hotel,1,1,4,77.25
City Hotel,1,3,5,64.08
City Hotel,1,4,10,75.5
City Hotel,1,5,15,71.2
City Hotel,1,1,4,77.25
City Hotel,1,0,1,93
City Hotel,0,0,2,78.6
City Hotel,1,0,2,70.07
City Hotel,1,0,2,70.07
City Hotel,1,0,2,79
City Hotel,0,0,3,72
City Hotel,1,0,3,72.9
City Hotel,1,0,5,75
City Hotel,1,0,5,70
City Hotel,1,7,20,76.55
City Hotel,1,0,2,72.8
City Hotel,1,0,2,81.9
City Hotel,1,0,3,81
City Hotel,1,0,3,80.67
City Hotel,1,0,3,81
City Hotel,0,0,3,88.63
City Hotel,1,0,3,81
City Hotel,0,0,3,69.22
City Hotel,0,1,4,60
City Hotel,0,2,5,52
City Hotel,1,0,1,57.98
City Hotel,1,0,1,66
City Hotel,1,0,1,66
City Hotel,1,0,1,79
City Hotel,1,0,2,6
City Hotel,1,0,2,87.3
City Hotel,1,0,2,0
City Hotel,1,0,3,87
City Hotel,1,0,3,67.5
City Hotel,0,1,3,58.37
City Hotel,1,1,3,78.3
City Hotel,1,1,3,70.4
City Hotel,0,0,3,80.3
City Hotel,1,2,4,77.88
City Hotel,1,2,4,77.88
City Hotel,1,6,17,68.23
City Hotel,1,0,1,75
City Hotel,1,0,1,90
City Hotel,1,0,1,90
City Hotel,1,0,1,90
City Hotel,1,0,1,90
City Hotel,1,0,1,90
City Hotel,1,0,2,78.3
City Hotel,1,0,2,77
City Hotel,1,0,2,77.6
City Hotel,1,1,2,77.25
City Hotel,1,1,2,77.25
City Hotel,1,1,2,72.9
City Hotel,1,1,2,87.3
City Hotel,1,1,2,82.45
City Hotel,0,1,2,53.97
City Hotel,0,2,2,84.45
City Hotel,1,2,2,77
City Hotel,0,2,3,74.82
City Hotel,1,3,7,77.2
City Hotel,1,1,1,60
City Hotel,0,1,1,90.5
City Hotel,0,1,1,91
City Hotel,1,1,1,77
City Hotel,1,2,1,77.6
City Hotel,1,2,1,88.33
City Hotel,1,2,1,75
City Hotel,0,2,2,55.24
City Hotel,0,2,2,55.24
City Hotel,1,2,6,79.75
City Hotel,1,4,11,76.14
City Hotel,0,2,0,78.6
City Hotel,0,2,0,89
City Hotel,0,2,0,79.6
City Hotel,0,2,1,122
City Hotel,0,2,2,58.94
City Hotel,1,2,2,43
City Hotel,0,2,2,58.94
City Hotel,1,2,4,79.75
City Hotel,0,2,5,71.52
City Hotel,0,2,5,71.53
City Hotel,0,1,0,98
City Hotel,0,1,3,75.95
City Hotel,1,1,5,79.88
City Hotel,1,1,5,77.88
City Hotel,1,2,5,79
City Hotel,1,5,10,152.53
City Hotel,1,9,20,63.03
City Hotel,1,1,3,72.9
City Hotel,0,1,3,99
City Hotel,0,0,1,80
City Hotel,1,0,1,79
City Hotel,0,0,2,100
City Hotel,1,1,5,139.05
City Hotel,1,2,10,75
City Hotel,1,0,1,79
City Hotel,1,0,2,171
City Hotel,0,0,3,62.29
City Hotel,0,0,3,80.3
City Hotel,1,0,3,96
City Hotel,0,0,3,104.77
City Hotel,0,0,3,80.3
City Hotel,1,0,3,91
City Hotel,0,0,4,89.3
City Hotel,0,0,4,80.3
City Hotel,1,2,7,74.7
City Hotel,1,6,16,64.05
City Hotel,1,8,21,107.28
City Hotel,1,8,21,75.36
City Hotel,1,0,1,79
City Hotel,1,0,1,81
City Hotel,1,0,1,75
City Hotel,1,0,2,62.1
City Hotel,1,0,2,70
City Hotel,1,0,2,71
City Hotel,0,0,3,53.97
City Hotel,0,0,3,69.5
City Hotel,1,0,3,82.33
City Hotel,1,0,3,82.45
City Hotel,1,0,3,79
City Hotel,0,0,3,80.3
City Hotel,1,0,3,127
City Hotel,1,1,3,109
City Hotel,0,1,3,69.5
City Hotel,0,1,3,62.32
City Hotel,1,2,3,73.95
City Hotel,0,2,3,65.75
City Hotel,1,2,6,85
City Hotel,0,0,1,80.3
City Hotel,1,0,1,12
City Hotel,0,0,1,89.3
City Hotel,1,0,1,12
City Hotel,1,0,1,79
City Hotel,0,0,2,89.3
City Hotel,1,0,2,106
City Hotel,1,0,2,67.5
City Hotel,1,0,2,87.3
City Hotel,0,0,2,84.65
City Hotel,1,0,2,127
City Hotel,1,0,2,67.5
City Hotel,1,0,2,91
City Hotel,1,1,2,69.53
City Hotel,0,1,2,78.3
City Hotel,0,1,2,80.3
City Hotel,1,1,2,85
City Hotel,0,1,2,59.28
City Hotel,1,1,2,79
City Hotel,1,1,2,72.9
City Hotel,1,1,2,69.52
City Hotel,0,2,2,89.3
City Hotel,1,2,2,91
City Hotel,1,2,2,81
City Hotel,0,2,3,80.3
City Hotel,0,2,3,79.43
City Hotel,1,2,4,79
City Hotel,1,2,2,76.95
City Hotel,1,2,6,63.2
City Hotel,1,2,7,101.78
City Hotel,1,6,14,70.91
City Hotel,1,0,1,109
City Hotel,0,0,1,69.5
City Hotel,1,0,1,109
City Hotel,1,0,1,91
City Hotel,0,0,1,80.3
City Hotel,1,0,1,0
City Hotel,1,0,1,78.3
City Hotel,1,0,1,109
City Hotel,1,1,1,67.5
City Hotel,1,1,1,79
City Hotel,0,1,1,69.5
City Hotel,0,1,1,98.3
City Hotel,1,1,1,57
City Hotel,1,1,1,85
City Hotel,1,1,1,75
City Hotel,0,1,1,81.55
City Hotel,1,1,1,67.5
City Hotel,0,2,1,69.5
City Hotel,1,2,1,85
City Hotel,0,2,1,69.5
City Hotel,0,2,1,69.5
City Hotel,0,2,2,55.24
City Hotel,1,2,2,67.5
City Hotel,0,2,2,84.45
City Hotel,0,2,2,50.6
City Hotel,1,2,2,50
City Hotel,0,2,2,53.97
City Hotel,1,2,2,73.95
City Hotel,0,2,2,46.9
City Hotel,1,2,4,81
City Hotel,1,2,5,68
City Hotel,1,2,6,79
City Hotel,1,1,0,93
City Hotel,1,1,0,93
City Hotel,1,1,0,93
City Hotel,1,1,0,93
City Hotel,1,2,0,78.3
City Hotel,1,2,0,79
City Hotel,1,2,0,78.3
City Hotel,1,2,1,129
City Hotel,0,2,1,69.5
City Hotel,0,2,2,61.75
City Hotel,1,2,2,91
City Hotel,0,2,2,80.3
City Hotel,0,2,3,65.11
City Hotel,1,2,3,79.35
City Hotel,0,2,3,63.12
City Hotel,1,4,5,70
City Hotel,0,1,0,80.3
City Hotel,0,1,1,64.64
City Hotel,0,1,1,91.5
City Hotel,1,1,1,171
City Hotel,0,1,1,173
City Hotel,0,1,2,23
City Hotel,0,1,2,71.52
City Hotel,1,1,2,72.9
City Hotel,0,1,3,80.3
City Hotel,1,1,3,66.5
City Hotel,0,1,4,78.5
City Hotel,0,1,4,73.9
City Hotel,0,1,4,75.23
City Hotel,0,1,4,75.95
City Hotel,0,1,4,73.9
City Hotel,1,3,5,86
City Hotel,1,3,5,86
City Hotel,1,0,1,81
City Hotel,1,0,1,79
City Hotel,1,0,2,136
City Hotel,0,0,2,57.83
City Hotel,0,0,3,69.5
City Hotel,1,0,3,79
City Hotel,1,0,3,79
City Hotel,0,0,3,80.55
City Hotel,1,0,4,67.5
City Hotel,0,0,4,65.75
City Hotel,0,0,4,73.9
City Hotel,1,0,5,67.5
City Hotel,1,0,3,100
City Hotel,1,0,1,0
City Hotel,1,0,1,85
City Hotel,1,0,2,67.5
City Hotel,1,0,3,81
City Hotel,1,0,3,81
City Hotel,0,0,3,57.28
City Hotel,1,0,4,87.3
City Hotel,1,0,4,72.8
City Hotel,1,0,4,63.2
City Hotel,1,0,4,126.5
City Hotel,0,1,4,80.3
City Hotel,1,1,4,127
City Hotel,1,2,4,171
City Hotel,1,7,19,68.34
City Hotel,1,0,1,85
City Hotel,1,0,1,85
City Hotel,1,0,1,85
City Hotel,1,0,2,79
City Hotel,0,0,2,89.3
City Hotel,0,0,3,89.3
City Hotel,0,0,3,76.5
City Hotel,1,0,3,83.03
City Hotel,0,0,3,80.3
City Hotel,1,0,3,85.03
City Hotel,1,0,3,0
City Hotel,1,0,3,67.5
City Hotel,0,1,3,51.09
City Hotel,1,1,3,91
City Hotel,1,1,3,60
City Hotel,0,1,3,68.5
City Hotel,0,1,3,67.15
City Hotel,0,1,3,61.16
City Hotel,0,1,3,67.5
City Hotel,0,1,3,67.15
City Hotel,1,0,3,78.3
City Hotel,0,2,3,80.3
City Hotel,1,2,3,67.5
City Hotel,1,0,1,79
City Hotel,0,0,1,0
City Hotel,1,0,2,67.5
City Hotel,1,0,2,79
City Hotel,1,0,2,85
City Hotel,1,0,2,67.5
City Hotel,1,0,2,79
City Hotel,1,0,2,79
City Hotel,1,0,2,79
City Hotel,1,0,2,79
City Hotel,1,0,2,91
City Hotel,1,0,2,106
City Hotel,1,0,2,79
City Hotel,1,0,2,106
City Hotel,1,0,2,79
City Hotel,1,0,2,79
City Hotel,1,0,2,79
City Hotel,0,0,2,62.29
City Hotel,1,0,2,67.5
City Hotel,1,0,2,91
City Hotel,1,0,2,79
City Hotel,1,1,2,78.3
City Hotel,0,1,2,69.5
City Hotel,0,1,2,71.6
City Hotel,1,1,2,85
City Hotel,1,1,2,93
City Hotel,1,1,2,106
City Hotel,0,1,2,71.55
City Hotel,1,1,2,68.7
City Hotel,1,1,2,79
City Hotel,1,1,2,72.8
City Hotel,1,1,2,67.5
City Hotel,0,1,2,80.3
City Hotel,1,1,2,79
City Hotel,1,1,2,138
City Hotel,1,1,2,79
City Hotel,1,2,2,73.95
City Hotel,1,2,2,127
City Hotel,1,2,2,73.95
City Hotel,1,2,2,78.3
City Hotel,0,1,2,62
City Hotel,1,2,2,80.8
City Hotel,0,2,3,87.3
City Hotel,1,2,5,128.29
City Hotel,1,3,7,91
City Hotel,1,4,8,106.83
City Hotel,1,6,14,108.35
City Hotel,1,8,21,68.65
City Hotel,1,0,1,95
City Hotel,0,0,1,69.52
City Hotel,0,0,1,70
City Hotel,1,0,1,67.5
City Hotel,0,0,1,69.53
City Hotel,1,0,1,79
City Hotel,0,0,1,70
City Hotel,1,0,1,87
City Hotel,1,0,1,81.9
City Hotel,1,0,1,91
City Hotel,1,0,1,91
City Hotel,0,0,1,70
City Hotel,1,0,1,79
City Hotel,0,0,1,67.5
City Hotel,1,0,1,48.6
City Hotel,1,0,1,81.9
City Hotel,1,1,1,106
City Hotel,1,1,1,91
City Hotel,1,1,1,72.9
City Hotel,0,1,1,78.3
City Hotel,1,1,1,106
City Hotel,1,1,1,106
City Hotel,1,1,1,91
City Hotel,1,1,1,78.3
City Hotel,1,1,1,83.55
City Hotel,0,1,1,78.3
City Hotel,1,1,1,106
City Hotel,1,1,1,106
City Hotel,1,2,1,79
City Hotel,0,2,1,67.5
City Hotel,0,2,1,48.51
City Hotel,1,2,1,67.5
City Hotel,0,2,1,51.97
City Hotel,0,2,1,67.5
City Hotel,0,2,1,67.5
City Hotel,1,2,1,79
City Hotel,0,2,1,67.5
City Hotel,1,8,21,103.38
City Hotel,1,1,0,60.4
City Hotel,1,1,0,79
City Hotel,1,1,0,79
City Hotel,1,1,0,79
City Hotel,1,1,0,79
City Hotel,1,2,1,79
City Hotel,1,2,1,79
City Hotel,1,2,1,79
City Hotel,1,2,1,80
City Hotel,1,2,1,79
City Hotel,0,2,1,87.97
City Hotel,1,2,1,127
City Hotel,1,2,1,79
City Hotel,0,2,1,69.5
City Hotel,1,2,1,79
City Hotel,1,2,1,67.5
City Hotel,1,2,1,91
City Hotel,1,2,1,72.8
City Hotel,1,2,1,79
City Hotel,1,2,1,80
City Hotel,0,2,3,90.76
City Hotel,1,2,5,77.23
City Hotel,1,1,0,67.5
City Hotel,1,1,0,65
City Hotel,1,1,0,67.5
City Hotel,0,1,1,48.6
City Hotel,0,1,1,48.6
City Hotel,1,1,1,67.5
City Hotel,1,1,2,85
City Hotel,1,1,2,85
City Hotel,1,1,3,66.22
City Hotel,1,1,3,92.65
City Hotel,0,1,3,65.66
City Hotel,0,1,3,65.66
City Hotel,1,1,4,91
City Hotel,0,1,4,63.49
City Hotel,1,0,1,91
City Hotel,0,0,1,111
City Hotel,1,0,1,72.9
City Hotel,1,0,2,91
City Hotel,1,0,2,91
City Hotel,1,0,2,56.98
City Hotel,0,0,3,48.51
City Hotel,1,0,4,106
City Hotel,1,0,4,79
City Hotel,1,0,4,106
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,86.61
City Hotel,1,0,3,78.3
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,130.33
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,3,75
City Hotel,1,0,4,79
City Hotel,0,1,4,55.24
City Hotel,1,0,1,79
City Hotel,1,0,2,85
City Hotel,1,0,2,85
City Hotel,1,0,2,72
City Hotel,0,0,2,84.8
City Hotel,0,0,3,80.3
City Hotel,0,0,3,83.3
City Hotel,0,0,3,87.3
City Hotel,0,0,3,96.3
City Hotel,0,0,3,90.3
City Hotel,0,0,3,70.5
City Hotel,1,2,3,65.66
City Hotel,1,2,3,75.56
City Hotel,1,2,3,75.56
City Hotel,1,2,3,65.66
City Hotel,1,2,3,73.56
City Hotel,1,0,1,80
City Hotel,1,0,1,80
City Hotel,1,0,1,80
City Hotel,1,0,1,80
City Hotel,1,0,1,90
City Hotel,1,0,1,81
City Hotel,1,0,2,135
City Hotel,1,0,2,72.9
City Hotel,1,0,2,91
City Hotel,1,0,2,75.05
City Hotel,1,0,2,78.3
City Hotel,0,0,2,80.3
City Hotel,0,1,2,80.3
City Hotel,1,1,2,69
City Hotel,1,1,2,67.5
City Hotel,0,1,2,80.3
City Hotel,1,3,7,107.7
City Hotel,1,4,9,84.69
City Hotel,1,4,9,69.82
City Hotel,1,6,15,103.39
City Hotel,1,0,1,61.25
City Hotel,0,0,1,69.53
City Hotel,1,0,1,61.25
City Hotel,1,0,1,79
City Hotel,0,0,1,71.52
City Hotel,0,1,1,80.3
City Hotel,1,1,1,72.8
City Hotel,0,1,1,57.28
City Hotel,1,1,1,91
City Hotel,0,1,1,82.9
City Hotel,1,2,1,71.1
City Hotel,0,2,1,89.3
City Hotel,1,2,1,67.5
City Hotel,0,2,2,79.35
City Hotel,0,2,2,75.95
City Hotel,0,2,2,65.75
City Hotel,1,2,3,69.44
City Hotel,1,2,4,73.42
City Hotel,1,2,4,73.42
City Hotel,1,2,5,85
City Hotel,1,4,8,0.5
City Hotel,1,1,0,91
City Hotel,1,2,0,91
City Hotel,0,2,0,105
City Hotel,1,2,0,79
City Hotel,0,2,1,71.52
City Hotel,1,2,0,100
City Hotel,0,2,1,69.53
City Hotel,1,2,1,85
City Hotel,0,2,1,80.3
City Hotel,1,2,1,79
City Hotel,1,2,1,85
City Hotel,1,2,1,150.3
City Hotel,1,2,1,79
City Hotel,0,2,3,65.75
City Hotel,0,2,3,65.75
City Hotel,0,2,3,65.11
City Hotel,0,2,4,56.27
City Hotel,0,2,5,65.75
City Hotel,1,1,0,85
City Hotel,1,1,0,85
City Hotel,1,1,0,85
City Hotel,0,1,2,73.9
City Hotel,1,1,2,75.3
City Hotel,1,1,2,72.8
City Hotel,1,1,2,69.9
City Hotel,1,1,2,92
City Hotel,1,1,3,171
City Hotel,0,1,3,65.75
City Hotel,0,1,3,65.75
City Hotel,0,1,4,69.57
City Hotel,0,1,4,78.85
City Hotel,0,1,4,82.99
City Hotel,1,1,5,47.67
City Hotel,1,2,5,83.66
City Hotel,1,2,5,12
City Hotel,1,9,20,102.81
City Hotel,1,0,1,79
City Hotel,1,0,1,127
City Hotel,1,0,2,1
City Hotel,0,0,2,89.3
City Hotel,1,0,2,0
City Hotel,0,0,4,73.95
City Hotel,0,0,4,75.95
City Hotel,1,0,5,66.43
City Hotel,1,2,7,60
City Hotel,1,2,9,146
City Hotel,1,0,5,75.43
City Hotel,1,0,1,70.07
City Hotel,1,0,1,85
City Hotel,1,0,2,56
City Hotel,1,0,2,64
City Hotel,1,0,2,64
City Hotel,1,0,2,64
City Hotel,1,0,2,64
City Hotel,1,0,2,64
City Hotel,1,0,2,64
City Hotel,1,0,2,64
City Hotel,1,0,2,64
City Hotel,1,0,2,64
City Hotel,1,0,2,64
City Hotel,1,0,2,64
City Hotel,1,0,2,64
City Hotel,1,0,2,64
City Hotel,1,0,2,64
City Hotel,1,0,2,64
City Hotel,0,0,2,84.95
City Hotel,1,0,2,64
City Hotel,1,0,2,64
City Hotel,1,0,2,64
City Hotel,1,0,2,64
City Hotel,1,0,2,64
City Hotel,1,0,3,89.7
City Hotel,1,0,3,67.5
City Hotel,1,0,3,67.5
City Hotel,1,0,4,79
City Hotel,1,0,4,79
City Hotel,1,0,4,67.5
City Hotel,1,0,4,79
City Hotel,1,0,4,100
City Hotel,0,0,4,51.09
City Hotel,1,0,1,91
City Hotel,1,0,1,80
City Hotel,1,0,1,66
City Hotel,1,0,1,66
City Hotel,1,0,1,79
City Hotel,1,0,2,91
City Hotel,1,0,3,69.9
City Hotel,1,0,3,93
City Hotel,1,0,3,68.7
City Hotel,0,0,3,80.3
City Hotel,1,0,3,79
City Hotel,1,0,3,67.5
City Hotel,1,2,8,66.3
City Hotel,1,4,11,110.53
City Hotel,1,7,18,86.39
City Hotel,1,0,1,89
City Hotel,1,0,1,89
City Hotel,1,0,2,85
City Hotel,1,0,2,67.5
City Hotel,1,0,2,69.6
City Hotel,1,0,2,79
City Hotel,1,0,2,72.9
City Hotel,0,0,2,80.3
City Hotel,0,0,2,80.3
City Hotel,1,0,2,79
City Hotel,1,0,2,2
City Hotel,1,0,2,152.1
City Hotel,1,0,2,67.5
City Hotel,1,0,2,121.5
City Hotel,1,0,2,78.3
City Hotel,1,0,2,0
City Hotel,1,0,2,78.3
City Hotel,1,0,2,127
City Hotel,0,0,2,78.3
City Hotel,1,1,2,109.33
City Hotel,1,1,2,160.5
City Hotel,1,1,2,84.9
City Hotel,0,1,2,83.3
City Hotel,1,1,2,84.9
City Hotel,1,1,2,106
City Hotel,0,1,2,83.3
City Hotel,0,1,2,80.3
City Hotel,1,1,2,79.5
City Hotel,1,1,2,125.77
City Hotel,1,1,2,106
City Hotel,1,2,3,73.95
City Hotel,1,2,4,73.8
City Hotel,1,4,9,129.1
City Hotel,1,0,1,81
City Hotel,1,0,1,89
City Hotel,1,0,1,67.5
City Hotel,1,0,1,60
City Hotel,1,1,1,69.3
City Hotel,1,1,1,115
City Hotel,1,1,1,80.1
City Hotel,1,2,1,84.3
City Hotel,1,2,1,112.67
City Hotel,1,2,1,73.5
City Hotel,1,2,2,65.66
City Hotel,1,2,2,60
City Hotel,1,2,2,65.66
City Hotel,1,2,2,61
City Hotel,1,2,3,60
City Hotel,0,2,4,59.21
City Hotel,0,2,4,80.2
City Hotel,0,2,4,59.21
City Hotel,1,2,5,101
City Hotel,1,2,5,101
City Hotel,1,2,5,101
City Hotel,1,2,6,64.75
City Hotel,1,2,6,73.95
City Hotel,1,2,6,64.75
City Hotel,1,4,6,150.8
City Hotel,1,4,6,150.8
City Hotel,1,2,3,60
City Hotel,1,2,0,106
City Hotel,1,2,0,106
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,61
City Hotel,0,1,0,87.5
City Hotel,1,2,0,96.3
City Hotel,1,2,0,90.9
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,61
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,61
City Hotel,1,2,1,60
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,61
City Hotel,1,2,1,70
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,60
City Hotel,1,2,1,1
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,70
City Hotel,1,2,1,72
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,70
City Hotel,1,2,1,1
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,61
City Hotel,1,2,1,60
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,60
City Hotel,1,2,1,63.36
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,1,61
City Hotel,1,2,2,60
City Hotel,1,2,2,61
City Hotel,1,2,2,61
City Hotel,1,2,2,148.33
City Hotel,1,2,2,112.5
City Hotel,1,2,2,61
City Hotel,1,2,2,70
City Hotel,1,2,3,101
City Hotel,1,2,2,72
City Hotel,1,1,0,76.5
City Hotel,0,1,2,95.3
City Hotel,1,1,2,78.9
City Hotel,1,1,3,102.05
City Hotel,1,1,3,56.94
City Hotel,1,1,3,86.8
City Hotel,1,1,5,98.1
City Hotel,0,3,7,66.45
City Hotel,1,0,1,70
City Hotel,1,0,1,106.4
City Hotel,1,0,1,60
City Hotel,1,0,1,153.9
City Hotel,1,0,2,81.9
City Hotel,0,0,2,84.8
City Hotel,1,0,3,55
City Hotel,1,0,3,51
City Hotel,1,0,3,88.5
City Hotel,0,0,4,86.58
City Hotel,1,0,4,92.53
City Hotel,1,0,4,47.43
City Hotel,0,0,4,61.16
City Hotel,1,0,4,47.43
City Hotel,1,0,4,95.4
City Hotel,0,0,4,78.08
City Hotel,1,0,5,76.33
City Hotel,0,2,8,85.3
City Hotel,0,2,8,83.85
City Hotel,1,0,5,130.22
City Hotel,1,0,1,93
City Hotel,1,0,1,89
City Hotel,1,0,2,56
City Hotel,1,0,2,73.1
City Hotel,1,0,2,101
City Hotel,1,0,2,56
City Hotel,1,0,2,55
City Hotel,1,0,2,100.1
City Hotel,1,0,2,87.3
City Hotel,1,0,2,56
City Hotel,1,0,2,67
City Hotel,1,0,3,69.5
City Hotel,1,0,3,133
City Hotel,1,0,2,56
City Hotel,0,0,3,80.3
City Hotel,1,0,3,109.33
City Hotel,1,0,3,73.1
City Hotel,1,0,4,83.9
City Hotel,1,0,4,73.1
City Hotel,1,0,4,73.08
City Hotel,1,1,4,78.2
City Hotel,1,2,5,74.23
City Hotel,1,0,1,115
City Hotel,1,0,2,78.3
City Hotel,0,0,2,73.9
City Hotel,1,0,2,101
City Hotel,1,0,3,78.3
City Hotel,1,0,3,73.9
City Hotel,1,0,3,78.3
City Hotel,1,0,3,116
City Hotel,1,0,3,130.33
City Hotel,0,0,3,80.3
City Hotel,1,0,3,78.3
City Hotel,0,0,3,80.3
City Hotel,1,0,3,87.3
